sets,year,theme_id,num_parts,parent_id,themes
Emily Jones Key Chain,2016,503,0,501,Key Chain
Fire Elf Azari Key Chain,2016,503,0,501,Key Chain
Wind Elf Aira Key Chain,2016,503,0,501,Key Chain
Water Elf Naida Key Chain,2016,503,0,501,Key Chain
Baby Wind Dragon Fledge Bag Charm,2016,503,1,501,Key Chain
Me and My Dragon,2016,740,3,501,Storage
Emily Jones' Diary Sketch Book,2016,739,0,501,Stationery and Office Supplies
Fire Axe,2016,737,0,501,Role Play Toys and Costumes
Prison Guard Key Chain,2016,503,0,501,Key Chain
Notebook with Studs,2016,739,61,501,Stationery and Office Supplies
City Prison Island Accessory Pack,2016,61,26,52,Police
Hot Dog Guy Key Chain,2016,503,0,501,Key Chain
Bumblebee Girl Key Chain,2016,503,0,501,Key Chain
Yellow Car Bag Charm,2016,503,0,501,Key Chain
Christmas Ornament Reindeer,2016,227,21,206,Christmas
"Minifigure Cake Mold, Blue",2016,733,0,501,Houseware
Key Rack,2016,503,33,501,Key Chain
Superman Key Chain,2016,503,0,501,Key Chain
Batman Key Chain,2016,503,0,501,Key Chain
Black Widow Key Chain,2016,503,0,501,Key Chain
Captain America Key Chain,2016,503,0,501,Key Chain
Pirate Hat (Gold),2016,737,0,501,Role Play Toys and Costumes
Pirate Hat (Pink),2016,737,0,501,Role Play Toys and Costumes
Pirate Shield (Pink),2016,737,0,501,Role Play Toys and Costumes
New York Minifigure Magnet,2016,734,6,501,Magnets
Statue of Liberty Magnet [Rockefeller Square Exclusive],2016,734,11,501,Magnets
New York Key Chain,2016,503,0,501,Key Chain
Finn Key Chain,2016,503,0,501,Key Chain
Rey Key Chain,2016,503,0,501,Key Chain
BB-8 Key Chain,2016,503,0,501,Key Chain
Poe Dameron Key Chain,2016,503,0,501,Key Chain
Halloween Trio (LEGOLAND Version),2018,425,15,NA,Legoland Parks
Minecraft Skin Pack,2016,577,25,NA,Minecraft
Kopaka,2001,324,33,NA,Bionicle
Minecraft Skin Pack 2,2016,577,28,NA,Minecraft
Marvel Super Heroes Minifigure Display Frame,2016,501,46,NA,Gear
Kopaka - With mini CD-ROM,2001,324,34,NA,Bionicle
Batman Key Chain,2017,503,0,501,Key Chain
The Joker Key Chain,2017,503,0,501,Key Chain
Robin Key Chain,2017,503,0,501,Key Chain
Catwoman Key Chain,2017,503,0,501,Key Chain
Harley Quinn Key Chain,2017,503,0,501,Key Chain
Upscaled Mug Black,2017,733,0,501,Houseware
The LEGO Batman Movie Minifigure Collector Frame,2017,501,46,NA,Gear
Batman Tumbler,2017,733,0,501,Houseware
Four Stud Lunch Box Black,2017,733,0,501,Houseware
Batman Mask,2017,737,0,501,Role Play Toys and Costumes
The Joker Mask,2017,737,0,501,Role Play Toys and Costumes
Batgirl Mask,2017,737,0,501,Role Play Toys and Costumes
Harley Quinn Hammer,2017,737,0,501,Role Play Toys and Costumes
Batman Batarang,2017,737,0,501,Role Play Toys and Costumes
Roblin Bag Charm,2017,503,0,501,Key Chain
Batman Notebook with Stud Cover,2017,739,59,501,Stationery and Office Supplies
Movie Maker Set,2017,708,152,697,Batman
The Batman Movie Accessory Set,2017,708,31,697,Batman
Batman Minifigure Plush,2017,735,0,501,Plush Toys
Batgirl Minifigure Plush,2017,735,0,501,Plush Toys
Aira the Wind Elf Key Chain,2017,503,0,501,Key Chain
City Playmat,2017,52,105,NA,City
City Police Handcuffs,2017,737,0,501,Role Play Toys and Costumes
The Joker Minifigure Plush,2017,735,0,501,Plush Toys
Iconic Holiday Magnet,2017,206,45,NA,Seasonal
Wrapping Paper,2017,738,0,501,Seasonal
Iconic Tumbler,2017,733,0,501,Houseware
Shark Suit Guy Key Chain,2017,503,0,501,Key Chain
Ballerina Key Chain,2017,503,0,501,Key Chain
Iconic Drinking Bottle,2017,733,0,501,Houseware
Shopper Bag,2017,501,0,NA,Gear
Christmas Ornament Snowman,2017,227,25,206,Christmas
Heartlake City Playmat,2017,494,95,NA,Friends
Pink Pirate Sword,2017,737,0,501,Role Play Toys and Costumes
Nexo Knights Accessory Set,2017,605,27,NA,Nexo Knights
Stone Monsters Accessory Set,2017,605,23,NA,Nexo Knights
Jestro's Sword,2017,737,0,501,Role Play Toys and Costumes
Forbidden Power Shield,2017,737,0,501,Role Play Toys and Costumes
Axl's Axe,2017,737,0,501,Role Play Toys and Costumes
Collect & Combine Powers Storage Box,2016,740,2,501,Storage
Macy Key Chain,2017,503,1,501,Key Chain
Jestro Key Chain,2017,503,0,501,Key Chain
Lance Key Chain,2017,503,0,501,Key Chain
Aaron Key Chain,2017,503,0,501,Key Chain
Clay Key Chain,2017,503,0,501,Key Chain
Elemental Masters Battle Pack,2017,435,26,NA,Ninjago
Time Blade Claw,2017,737,0,501,Role Play Toys and Costumes
Vermillion Sword,2017,737,0,501,Role Play Toys and Costumes
Kai Key Chain,2017,503,0,501,Key Chain
Kai Minifigure Plush,2017,735,0,501,Plush Toys
Nya Minifigure Plush,2017,735,0,501,Plush Toys
Kai Key Chain,2017,503,0,501,Key Chain
Zane Key Chain,2017,503,0,501,Key Chain
Jay Key Chain,2017,503,0,501,Key Chain
Cole Key Chain,2017,503,0,501,Key Chain
Lloyd Key Chain,2017,503,0,501,Key Chain
Nya Key Chain,2017,503,0,501,Key Chain
Nunchucks,2017,737,0,501,Role Play Toys and Costumes
Sword & Sheath,2017,737,0,501,Role Play Toys and Costumes
Movie Maker Set,2017,616,164,435,The LEGO Ninjago Movie
Director Krennic Key Chain,2017,503,0,501,Key Chain
Jyn Erso Key Chain,2017,503,0,501,Key Chain
Y-Wing Pilot Key Chain,2017,503,0,501,Key Chain
Invincible Iron Man Key Chain,2017,503,0,501,Key Chain
Star-Lord Key Chain,2017,503,0,501,Key Chain
Rocket Key Chain,2017,503,0,501,Key Chain
Upscaled Mug [LEGO House Version],2018,733,0,501,Houseware
Nui-Rama,2001,324,142,NA,Bionicle
LEGO House Boy Key Chain,2017,503,0,501,Key Chain
LEGO House Brick Key Chain,2017,503,0,501,Key Chain
LEGO House Girl Key Chain,2017,503,0,501,Key Chain
Knightmare Batman Accessory Set,2018,695,47,NA,Super Heroes DC
Nya Mask,2018,737,0,501,Role Play Toys and Costumes
Nya Spear,2018,737,0,501,Role Play Toys and Costumes
Kai Katanas with Sheath,2018,737,0,501,Role Play Toys and Costumes
Lloyd Dress-Up,2018,737,0,501,Role Play Toys and Costumes
Lloyd Mask,2018,737,0,501,Role Play Toys and Costumes
Shuriken Claw,2018,737,0,501,Role Play Toys and Costumes
Misako Key Chain,2018,503,0,501,Key Chain
Garmadon Key Chain,2018,503,0,501,Key Chain
Jay's Kendo Training Pod,2018,435,28,NA,Ninjago
Cole's Kendo Training Pod,2018,435,29,NA,Ninjago
Spinjitzu Stunt Ramp,2018,501,0,NA,Gear
The LEGO Ninjago Movie Tumbler,2018,733,0,501,Houseware
The LEGO Ninjago Movie Hydration Bottle,2018,733,0,501,Houseware
Lloyd Minifigure Plush,2018,735,0,501,Plush Toys
Master Wu Minifigure Plush,2018,735,0,501,Plush Toys
Hot Dog Guy Minifigure Plush,2018,735,0,501,Plush Toys
Star Destroyer Bag Charm,2018,503,0,501,Key Chain
Landspeeder Bag Charm,2018,503,0,501,Key Chain
Han Solo Key Chain,2018,503,0,501,Key Chain
BB-9E Key Chain,2018,503,0,501,Key Chain
Black Panther Key Chain,2018,503,0,501,Key Chain
Cyborg Key Chain,2018,503,0,501,Key Chain
Olivia's Satellite Pod,2018,494,36,NA,Friends
Andrea's DJ Pod,2018,494,40,NA,Friends
Emma's Photo Studio Pod,2018,494,38,NA,Friends
Mia's Exploration Pod,2018,494,49,NA,Friends
Stephanie's Pool Pod,2018,494,33,NA,Friends
Creative Rings,2018,494,63,NA,Friends
Cinderella Key Chain,2018,503,0,501,Key Chain
Belle Key Chain,2018,503,0,501,Key Chain
Unikitty Activity Book,2018,497,0,NA,Books
Unikitty Tumbler,2018,733,0,501,Houseware
Unikitty Hydration Bottle,2018,733,0,501,Houseware
Brick Separator Key Chain,2018,503,0,501,Key Chain
Rose Gold Brick Key Chain,2018,503,1,501,Key Chain
Corn Cob Guy Key Chain,2018,503,0,501,Key Chain
Butterfly Girl Key Chain,2018,503,0,501,Key Chain
Penguin Holiday Ornament,2018,227,37,206,Christmas
Phone Cover with Studs,2018,501,47,NA,Gear
Notebook with Studs,2018,739,37,501,Stationery and Office Supplies
Bumblebee Girl Plush,2018,735,0,501,Plush Toys
Princess Dress-Up,2018,737,0,501,Role Play Toys and Costumes
Lion Sword,2018,737,0,501,Role Play Toys and Costumes
Lion Shield,2017,737,0,501,Role Play Toys and Costumes
Lion Knight Dress-Up,2018,737,0,501,Role Play Toys and Costumes
Dragon Sword,2018,737,0,501,Role Play Toys and Costumes
Dragon Shield,2018,737,0,501,Role Play Toys and Costumes
Dragon Knight Dress-Up,2018,737,0,501,Role Play Toys and Costumes
Muaka and Kane-ra,2001,324,633,NA,Bionicle
Train Holiday Ornament,2018,227,50,206,Christmas
LEGOLAND Hydration Bottle,2018,733,0,501,Houseware
LEGOLAND Pirate Magnet,2018,734,0,501,Magnets
Gifts Holiday Ornament,2018,227,50,206,Christmas
Mountain Police Key Chain,2018,503,0,501,Key Chain
Steve Key Chain,2018,503,0,501,Key Chain
Alex Key Chain,2018,503,0,501,Key Chain
Pirate Sword,2018,737,0,501,Role Play Toys and Costumes
Princess Shield,2018,737,0,501,Role Play Toys and Costumes
Princess Crown,2018,737,0,501,Role Play Toys and Costumes
Hydration Bottle,2018,733,0,501,Houseware
Tumbler,2018,733,0,501,Houseware
LEGOLAND Stationery Set,2018,739,0,501,Stationery and Office Supplies
Pirate Eye Patch,2018,737,0,501,Role Play Toys and Costumes
Road Playmat,2018,646,11,NA,Xtra
Sea Playmat,2018,646,11,NA,Xtra
Park Playmat,2018,646,11,NA,Xtra
Lester Key Chain,2018,503,0,501,Key Chain
I [Heart] LEGO Store Shanghai Key Chain,2018,503,0,501,Key Chain
The LEGO Movie 2 Accessory Set,2019,670,48,578,The LEGO Movie II
Oni Villains Accessory Set,2019,435,36,NA,Ninjago
Emmet Key Chain,2019,503,0,501,Key Chain
Lucy Key Chain,2019,503,0,501,Key Chain
Emmet's Construction Worker Vest,2019,737,0,501,Role Play Toys and Costumes
Batarang,2019,737,0,501,Role Play Toys and Costumes
Flail,2019,737,0,501,Role Play Toys and Costumes
Emmet Mask,2019,737,0,501,Role Play Toys and Costumes
Lucy Hair,2019,737,0,501,Role Play Toys and Costumes
Emmet's Construction Pod,2019,670,28,578,The LEGO Movie II
Sweet Mayhem's Disco Pod,2019,670,29,578,The LEGO Movie II
The LEGO Movie 2 Tumbler with Straw,2019,733,0,501,Houseware
Hydration Bottle,2019,733,0,501,Houseware
Sweet Mayhem Notebook,2019,739,0,501,Stationery and Office Supplies
Emmet Plush,2019,735,0,501,Plush Toys
Lucy Plush,2019,735,0,501,Plush Toys
Friends Creative Bag Charms,2019,503,16,501,Key Chain
Stephanie Key Chain,2019,503,0,501,Key Chain
Olivia Key Chain,2019,503,0,501,Key Chain
Friends Phone Cover,2019,501,53,NA,Gear
Friends Tumbler with Straw,2019,733,0,501,Houseware
Cookie Cutters,2019,733,0,501,Houseware
Friends Ceramic Mug,2019,733,0,501,Houseware
Friends Hair Accessory Set,2019,501,0,NA,Gear
Jay Key Chain,2019,503,0,501,Key Chain
Nya Key Chain,2019,503,0,501,Key Chain
Sword of Fire,2019,737,0,501,Role Play Toys and Costumes
Shurikens of Ice,2019,737,0,501,Role Play Toys and Costumes
Scythe of Quakes,2019,737,0,501,Role Play Toys and Costumes
Ninja Dress Up,2019,737,0,501,Role Play Toys and Costumes
Lloyd's Kendo Training Pod,2019,435,26,NA,Ninjago
4x4 Brick Magnets,2019,646,4,NA,Xtra
Ninjago Tumbler with Straw (Black Lid),2019,733,0,501,Houseware
Creative Bag Charm,2019,503,17,501,Key Chain
Brick Suit Guy Key Chain,2019,503,0,501,Key Chain
Cactus Boy Key Chain,2019,503,0,501,Key Chain
Elephant Girl Key Chain,2019,503,0,501,Key Chain
Birthday Card,2019,206,39,NA,Seasonal
Toy Soldier Ornament,2019,227,43,206,Christmas
Tumbler with Straw,2019,733,0,501,Houseware
Thermo Cup,2019,733,0,501,Houseware
Manas,2001,324,439,NA,Bionicle
Minifigure Ceramic Mug,2019,733,0,501,Houseware
Ice Cube Tray,2019,733,0,501,Houseware
Ice Lollipop Tray,2019,733,0,501,Houseware
Key Hanger,2019,503,44,501,Key Chain
London Bus Magnet,2019,734,35,501,Magnets
4x4 Brick Magnets Classic,2019,646,4,NA,Xtra
Creative Stationery Set,2019,739,19,501,Stationery and Office Supplies
Firefighter Key Chain,2019,503,0,501,Key Chain
City Police Vest,2019,737,0,501,Role Play Toys and Costumes
DUPLO Tableware,2019,733,0,501,Houseware
Brick Stickers,2019,646,17,NA,Xtra
Creative Rings Pod,2019,301,45,NA,Other
Pirate Hat (Boy),2020,737,0,501,Role Play Toys and Costumes
Pirate Hat (Girl),2020,737,0,501,Role Play Toys and Costumes
Pirate Eye Patch,2020,737,0,501,Role Play Toys and Costumes
Dragon Dress Up,2020,737,0,501,Role Play Toys and Costumes
Lion Dress Up,2020,737,0,501,Role Play Toys and Costumes
Princess Dress Up,2020,737,0,501,Role Play Toys and Costumes
Pirate Dress-Up (Boy),2020,737,0,501,Role Play Toys and Costumes
Pirate Dress-Up (Girl),2020,737,0,501,Role Play Toys and Costumes
Stormtrooper Key Chain,2019,503,0,501,Key Chain
Luke Skywalker Key Chain,2019,503,0,501,Key Chain
Princess Leia Key Chain,2019,503,0,501,Key Chain
Kylo Ren Key Chain,2019,503,0,501,Key Chain
Spider-Man Key Chain,2019,503,0,501,Key Chain
Batman Key Chain,2019,503,0,501,Key Chain
Superman Key Chain,2019,503,0,501,Key Chain
Batwoman Key Chain,2019,503,0,501,Key Chain
Ariel Key Chain,2019,503,0,501,Key Chain
Aurora Key Chain,2019,503,0,501,Key Chain
Creeper Key Chain,2019,503,0,501,Key Chain
Chicken Skater Pod,2019,229,37,206,Easter
2 x 6 Brick Key Chain,2019,503,0,501,Key Chain
Friends Activity Book,2019,497,0,NA,Books
Stop Sign Shield,2019,737,0,501,Role Play Toys and Costumes
Wooden Minifigure,2019,683,1,NA,LEGO Originals
Wooden Minifigure (Colette Mon Amour Limited Edition),2020,683,1,NA,LEGO Originals
Elsa Key Chain,2019,503,0,501,Key Chain
Anna Key Chain,2019,503,0,501,Key Chain
Olaf Key Chain,2019,503,0,501,Key Chain
Ninjago Fork,2020,737,0,501,Role Play Toys and Costumes
Keytana,2020,737,0,501,Role Play Toys and Costumes
Customizable Weapon Set,2020,737,0,501,Role Play Toys and Costumes
Celebration Bag Charm,2020,503,28,501,Key Chain
Easter Bunny House,2020,229,57,206,Easter
Chrome Black Brick Key Chain,2020,503,1,501,Key Chain
Bright Light Blue Brick Key Chain,2020,503,1,501,Key Chain
Crayon Girl Key Chain,2020,503,0,501,Key Chain
Jay Key Chain,2020,503,0,501,Key Chain
Lloyd Key Chain,2020,503,0,501,Key Chain
Mickey Key Chain,2020,503,0,501,Key Chain
Minnie Key Chain,2020,503,0,501,Key Chain
Friends Bag Charm,2020,503,0,501,Key Chain
Poppy Key Chain,2020,503,0,501,Key Chain
Branch Key Chain,2020,503,0,501,Key Chain
Duke DeTain Key Chain,2020,503,0,501,Key Chain
Venom Key Chain,2020,503,0,501,Key Chain
Vakama,2001,324,26,NA,Bionicle
Eiffel Tower Magnet Build,2020,734,29,501,Magnets
London Magnet Build,2020,734,27,501,Magnets
LEGOLAND Build Magnet,2020,734,33,501,Magnets
LEGO House Woman Key Chain,2020,503,0,501,Key Chain
LEGO House Magnet,2020,734,25,501,Magnets
Police Handcuffs & Badge,2020,737,0,501,Role Play Toys and Costumes
Creative Bag Charm,2020,503,17,501,Key Chain
Pirate Sword,2020,737,0,501,Role Play Toys and Costumes
Princess Sword,2020,737,0,501,Role Play Toys and Costumes
Princess Horse Shield,2020,737,0,501,Role Play Toys and Costumes
Pirate Shield,2020,737,0,501,Role Play Toys and Costumes
Dragon Shield,2020,737,0,501,Role Play Toys and Costumes
Dragon Knights Sword,2020,737,0,501,Role Play Toys and Costumes
Lion Shield,2020,737,0,501,Role Play Toys and Costumes
Lion Knights Sword,2020,737,0,501,Role Play Toys and Costumes
Empire State Building Magnet Build,2020,734,26,501,Magnets
Statue of Liberty Magnet,2020,734,11,501,Magnets
New York Key Chain,2020,503,0,501,Key Chain
Ninjago Sword of Destiny,2020,737,0,501,Role Play Toys and Costumes
Crossing Katanas,2020,737,0,501,Role Play Toys and Costumes
Heavy Duty Fire Axe,2020,737,0,501,Role Play Toys and Costumes
Christmas Ornament Santa,2020,227,44,206,Christmas
Christmas Ornament Reindeer,2020,227,34,206,Christmas
Watermelon Guy Key Chain,2020,503,0,501,Key Chain
Happy Santa Key Chain,2020,503,0,501,Key Chain
Happy Helper Elf Key Chain,2020,503,0,501,Key Chain
Otto Key Chain,2021,503,0,501,Key Chain
Road Tape,2020,646,36,NA,Xtra
Pumpkin & Bat Duo,2020,230,133,206,Halloween
Snowman & Reindeer Duo,2020,227,126,206,Christmas
Captain Marvel Key Chain,2020,503,0,501,Key Chain
Water Tape,2020,646,24,NA,Xtra
Birthday Guy Key Chain,2020,503,0,501,Key Chain
Minifigure Factory Box,2019,408,0,NA,LEGO Brand Store
China Flower Girl Key Chain,2020,503,0,501,Key Chain
Stuart Key Chain,2021,503,0,501,Key Chain
Jade Blade,2021,737,0,501,Role Play Toys and Costumes
Lord Garmadon's Mega Weapon,2021,737,0,501,Role Play Toys and Costumes
Spider-Ham Key Chain,2021,503,0,501,Key Chain
Thanos Key Chain,2021,503,0,501,Key Chain
Peapod Girl Key Chain,2021,503,0,501,Key Chain
Llama Girl Key Chain,2021,503,0,501,Key Chain
Lady Liberty Key Chain,2021,503,0,501,Key Chain
Chrome Green Brick Key Chain,2021,503,0,501,Key Chain
Pearl White Brick Key Chain,2021,503,1,501,Key Chain
Monkie Kid Key Chain,2021,503,0,501,Key Chain
Red Son Key Chain,2021,503,0,501,Key Chain
Forbidden City Magnet Build,2020,734,28,501,Magnets
Blue VIP Key Chain,2021,503,0,501,Key Chain
Go-Kart,1978,4,212,1,Expert Builder
Matau,2001,324,25,NA,Bionicle
Donald Duck Key Chain,2021,503,0,501,Key Chain
Daisy Duck Key Chain,2021,503,0,501,Key Chain
Harry Potter Key Chain,2021,503,0,501,Key Chain
Hermione Key Chain,2021,503,0,501,Key Chain
Ron Key Chain,2021,503,0,501,Key Chain
Ross Geller Key Chain,2021,503,0,501,Key Chain
Chandler Bing Key Chain,2021,503,0,501,Key Chain
Joey Tribbiani Key Chain,2021,503,0,501,Key Chain
Rachel Green Key Chain,2021,503,0,501,Key Chain
Monica Geller Key Chain,2021,503,0,501,Key Chain
Phoebe Buffay Key Chain,2021,503,0,501,Key Chain
The Mandalorian Key Chain,2021,503,0,501,Key Chain
Sword of Fire,2021,737,0,501,Role Play Toys and Costumes
Lloyd's Dao with Sheath,2021,737,0,501,Role Play Toys and Costumes
Elmo Key Chain,2021,503,0,501,Key Chain
Cookie Monster Key Chain,2021,503,0,501,Key Chain
Miles Morales Key Chain,2022,503,0,501,Key Chain
Carnage Key Chain,2022,503,0,501,Key Chain
Voldemort Key Chain,2022,503,0,501,Key Chain
Tasmanian Devil Key Chain,2022,503,0,501,Key Chain
Lady Bug Girl Key Chain,2022,503,0,501,Key Chain
French Bulldog Guy Key Chain,2022,503,0,501,Key Chain
Sand Green Brick Key Chain,2022,503,1,501,Key Chain
Ahsoka Tano Key Chain,2022,503,0,501,Key Chain
Grogu Key Chain,2022,503,0,501,Key Chain
Darth Maul Key Chain,2022,503,0,501,Key Chain
Black Panther Key Chain,2022,503,0,501,Key Chain
Sylvester Key Chain,2022,503,0,501,Key Chain
Winnie the Pooh Key Chain,2022,503,0,501,Key Chain
Tigger Key Chain,2022,503,0,501,Key Chain
Big Bird Key Chain,2022,503,0,501,Key Chain
Ernie Key Chain,2022,503,0,501,Key Chain
Goofy Key Chain,2022,503,0,501,Key Chain
Demogorgon Key Chain,2022,503,0,501,Key Chain
Dumbledore Key Chain,2022,503,0,501,Key Chain
Daffy Duck Key Chain,2022,503,0,501,Key Chain
Tweety Key Chain,2022,503,0,501,Key Chain
Santa Key Chain,2022,503,0,501,Key Chain
Eeyore Key Chain,2022,503,0,501,Key Chain
Elf Kid Key Chain,2022,503,0,501,Key Chain
Onewa,2001,324,29,NA,Bionicle
Chilli Girl Key Chain,2023,503,0,501,Key Chain
Batman Keyring,2023,503,0,501,Key Chain
Darth Vader Key Chain,2023,503,0,501,Key Chain
Dark Blue Brick Key Chain,2023,503,1,501,Key Chain
Harley Quinn Keyring,2023,503,0,501,Key Chain
Sonic the Hedgehog Key Chain,2023,503,0,501,Key Chain
Iron Man Key Chain,2023,503,0,501,Key Chain
Scarlet Witch Key Chain,2023,503,0,501,Key Chain
Creeper Key Chain,2023,503,0,501,Key Chain
Steve Key Chain,2023,503,0,501,Key Chain
Piglin Key Chain,2023,503,0,501,Key Chain
Fennec Shand Key Chain,2023,503,0,501,Key Chain
Scout Trooper Key Chain,2023,503,0,501,Key Chain
Crossing Katanas with Sheath,2023,737,0,501,Role Play Toys and Costumes
Golden Sword,2023,737,0,501,Role Play Toys and Costumes
Skeleton Sword,2023,737,0,501,Role Play Toys and Costumes
Imperium Sword,2023,737,0,501,Role Play Toys and Costumes
Nokama,2001,324,27,NA,Bionicle
Nuju,2001,324,29,NA,Bionicle
Whenua,2001,324,27,NA,Bionicle
Power Pack,2001,324,10,NA,Bionicle
Mindstorms NXT 2.0,2009,259,621,258,NXT
Nui-Jaga,2001,324,212,NA,Bionicle
Tarakava,2001,324,397,NA,Bionicle
Gahlok Va,2002,324,25,NA,Bionicle
Mobile Crane,1978,4,511,1,Expert Builder
