sets,year,theme_id,num_parts,parent_id,themes
Helicopter,2014,409,44,408,Monthly Mini Model Build
Dragon,2014,409,43,408,Monthly Mini Model Build
Jet-Ski,2014,409,33,408,Monthly Mini Model Build
Universal Building Set,1976,469,293,465,Basic Set
Surf Van,2014,409,46,408,Monthly Mini Model Build
Police Rescue Boat,1987,363,83,NA,Boat
Monkey,2014,409,46,408,Monthly Mini Model Build
Aircraft,2014,409,37,408,Monthly Mini Model Build
Rocket,2014,409,48,408,Monthly Mini Model Build
Monster,2014,409,36,408,Monthly Mini Model Build
Gingerbread House,2014,409,54,408,Monthly Mini Model Build
Toy Workshop,2014,227,115,206,Christmas
Winter Skating Scene,2014,228,129,227,Creator
Balloon Cart,2014,22,66,NA,Creator
MINI Cooper Mini Model,2014,22,59,NA,Creator
Coin Bank,2014,61,122,52,Police
Cabin Cruiser,1991,363,91,NA,Boat
Catwalk Phone Stand,2014,494,144,NA,Friends
LEGO Friends Buildable Jewelry Box,2014,494,201,NA,Friends
LEGOLAND Entrance with Family,2014,425,272,NA,Legoland Parks
Invasion from Below,2014,400,31,NA,Hero Factory
Villains Minimodel,2014,403,28,400,Villains
Buildable Brick Box 2x2,2014,408,203,NA,LEGO Brand Store
Large Wheels with Axles (The Building Toy),1966,371,7,365,Supplemental
Valentine's Day Dinner,2015,232,114,206,Valentine
Wave Cops,1996,363,100,NA,Boat
Painting Easter Eggs,2015,229,157,206,Easter
Trick or Treat,2015,230,133,206,Halloween
Thanksgiving Feast,2015,231,158,206,Thanksgiving
Winter Fun,2015,227,107,206,Christmas
Santa's Visit,2015,227,167,206,Christmas
Alien and Space Dog,2015,409,55,408,Monthly Mini Model Build
Space Shuttle,2015,409,39,408,Monthly Mini Model Build
UNIQLO Mystery Bag [Space Shuttle],2016,598,39,NA,Promotional
Robot,2015,409,50,408,Monthly Mini Model Build
UNIQLO Mystery Bag [Robot],2016,598,50,NA,Promotional
UFO,2015,409,39,408,Monthly Mini Model Build
Large Wheels with Axles (System),1964,371,7,365,Supplemental
Koala,2015,409,65,408,Monthly Mini Model Build
UNIQLO Mystery Bag [Koala],2016,598,65,NA,Promotional
Create and Imagine,2003,34,1000,NA,Make & Create
Parrot,2015,409,55,408,Monthly Mini Model Build
UNIQLO Mystery Bag [Parrot],2016,598,55,NA,Promotional
Whale,2015,409,31,408,Monthly Mini Model Build
Kangaroo,2015,409,49,408,Monthly Mini Model Build
Scuba Diver,2015,409,45,408,Monthly Mini Model Build
Angler Fish,2015,409,29,408,Monthly Mini Model Build
Shark,2015,409,31,408,Monthly Mini Model Build
Submarine,2015,409,28,408,Monthly Mini Model Build
Christmas Train,2015,227,233,206,Christmas
Gingerbread House,2015,227,277,206,Christmas
Flower Cart,2015,22,75,NA,Creator
Creator Exclusive,2003,22,500,NA,Creator
Bricktober Hotel,2015,157,204,598,Bricktober
Bricktober Train Station,2015,157,180,598,Bricktober
Bricktober Bakery,2015,157,234,598,Bricktober
Bricktober Toys R Us Store,2015,157,165,598,Bricktober
LEGO Store,2015,408,413,NA,LEGO Brand Store
Lufthansa Plane,2015,729,67,598,Airlines
Year Of The Sheep,2015,206,100,NA,Seasonal
Freighter,1982,363,81,NA,Boat
Birthday Table Decoration,2015,206,120,NA,Seasonal
Pencil Pot,2015,301,176,NA,Other
Piggy Coin Bank,2015,301,148,NA,Other
Organizer,2015,494,171,NA,Friends
Pirates Chess Set,2015,154,856,147,Pirates III
Racer,2001,674,21,22,Early Creator
What Am I?,2016,408,536,NA,LEGO Brand Store
Minifigure Wedding Favor Set,2016,301,91,NA,Other
LEGOLAND Train,2016,425,211,NA,Legoland Parks
My First Set,2016,504,9,NA,Duplo
Build My City Accessory Set,2017,52,102,NA,City
Sea Helicopter,2001,674,13,22,Early Creator
Hedgehog Storage,2017,494,249,NA,Friends
Brick Calendar,2017,301,278,NA,Other
Picture Frame,2017,301,268,NA,Other
LEGO Chess,2017,301,1450,NA,Other
Police Road Block Mission,2017,61,58,52,Police
Scarif Stormtrooper,2017,158,25,NA,Star Wars
City Jungle Explorer Kit,2017,614,40,52,Jungle
Iconic VIP Set,2017,408,205,NA,LEGO Brand Store
Personalised Mosaic Portrait,2016,277,4502,276,Mosaic
Bricktober Theater,2014,157,164,598,Bricktober
Ship,2001,674,12,22,Early Creator
Bricktober Pizza Place,2014,157,139,598,Bricktober
Bricktober Fire Station,2014,157,175,598,Bricktober
Bricktober Town Hall,2014,157,186,598,Bricktober
Year of the Pig,2019,206,153,NA,Seasonal
Flowers,2018,301,100,NA,Other
Pencil Pot,2018,301,187,NA,Other
F138,2014,598,42,NA,Promotional
Aeroplane,2001,674,17,22,Early Creator
F12berlinetta,2014,598,45,NA,Promotional
250 GTO,2014,598,47,NA,Promotional
512 S,2014,598,50,NA,Promotional
Finish Line & Podium,2014,598,64,NA,Promotional
Shell Station,2014,598,80,NA,Promotional
Shell Tanker,2014,598,94,NA,Promotional
Wedding Favour 2018,2018,301,132,NA,Other
Ludo Game,2018,301,389,NA,Other
Billund Airport,2018,408,286,NA,LEGO Brand Store
BMW Racer,2013,598,30,NA,Promotional
Fire Fighting Boat,1987,363,208,NA,Boat
Valentines Cupid Dog,2016,232,150,206,Valentine
Easter Chick,2016,229,111,206,Easter
Vampire and Bat,2016,230,150,206,Halloween
Pilgrim's Feast,2016,231,163,206,Thanksgiving
Elves' Workshop,2016,227,238,206,Christmas
Santa,2016,227,155,206,Christmas
Year Of The Monkey,2016,206,165,NA,Seasonal
Polar Bear,2016,409,40,408,Monthly Mini Model Build
Snow Scooter,2016,409,26,408,Monthly Mini Model Build
Universal Building Set,1977,469,401,465,Basic Set
Bunny,2016,409,49,408,Monthly Mini Model Build
Police Patrol,1991,363,196,NA,Boat
Bee,2016,409,34,408,Monthly Mini Model Build
Hedgehog,2016,409,39,408,Monthly Mini Model Build
Sea Plane,2016,409,24,408,Monthly Mini Model Build
Frog,2016,409,60,408,Monthly Mini Model Build
Apple,2016,409,58,408,Monthly Mini Model Build
School Bus,2016,409,65,408,Monthly Mini Model Build
Werewolf,2016,409,52,408,Monthly Mini Model Build
Fox,2016,409,39,408,Monthly Mini Model Build
Christmas Present,2016,409,55,408,Monthly Mini Model Build
White Turntables,1964,371,5,365,Supplemental
London Bus,2016,22,118,NA,Creator
C26 Sea Cutter,1996,363,194,NA,Boat
Fountain,2016,22,105,NA,Creator
24-in-1 Holiday Countdown,2016,207,250,206,Advent
Snowglobe,2016,227,215,206,Christmas
Rio 2016 Mascots,2016,598,197,NA,Promotional
Birthday Buddy,2016,206,134,NA,Seasonal
MSC Meraviglia,2016,471,181,598,Ferries
Geoffrey & Friends,2016,598,133,NA,Promotional
White Turntables,1966,371,5,365,Supplemental
Fun and Adventure,2003,22,55,NA,Creator
Year of the Rooster,2017,206,158,NA,Seasonal
Year of the Dog,2018,206,156,NA,Seasonal
Romantic Valentine Picnic,2017,232,126,206,Valentine
Easter Egg Hunt,2017,229,145,206,Easter
Narwhal,2017,409,45,408,Monthly Mini Model Build
Raccoon,2017,409,47,408,Monthly Mini Model Build
Creator Advent Calendar 2003,2003,214,318,207,Creator
Platypus,2017,409,36,408,Monthly Mini Model Build
Chick,2017,409,54,408,Monthly Mini Model Build
Racecar,2017,409,52,408,Monthly Mini Model Build
Dragonfly,2017,409,37,408,Monthly Mini Model Build
Octopus,2017,409,49,408,Monthly Mini Model Build
Rainbow Fish,2017,409,32,408,Monthly Mini Model Build
Dinosaur,2017,409,43,408,Monthly Mini Model Build
Robot,2017,409,54,408,Monthly Mini Model Build
St. Bernard Dog,2017,409,45,408,Monthly Mini Model Build
Train,2017,409,56,408,Monthly Mini Model Build
Fire Boat,1982,363,151,NA,Boat
Mini Piggy Bank,2017,672,248,22,Creator 3-in-1
Mini VW Beetle,2017,22,141,NA,Creator
Christmas Build-Up,2017,207,254,206,Advent
Nutcracker,2017,227,230,206,Christmas
Create The World,2017,598,111,NA,Promotional
Halloween Haunt,2017,230,145,206,Halloween
Create Your Dreams,2003,22,100,NA,Creator
Thanksgiving Harvest,2017,231,133,206,Thanksgiving
Christmas Train Ride,2017,227,169,206,Christmas
Christmas Town Square,2017,227,179,206,Christmas
Build My Heartlake City Accessory Set,2017,494,121,NA,Friends
Friends Tic-Tac-Toe,2017,494,58,NA,Friends
Mini Keepsake Box,2017,494,105,NA,Friends
Find A Pair Pack,2017,504,20,NA,Duplo
R3-M2,2017,158,22,NA,Star Wars
Photo Frame,2017,504,9,NA,Duplo
Bee,2018,610,140,NA,Brickheadz
Build and Imagine,2003,22,100,NA,Creator
Bunny,2018,610,126,NA,Brickheadz
Witch,2018,610,151,NA,Brickheadz
Turkey,2018,610,114,NA,Brickheadz
Mr. Claus & Mrs. Claus,2018,610,341,NA,Brickheadz
Walrus,2018,409,55,408,Monthly Mini Model Build
Car and Petrol Pump,2018,409,44,408,Monthly Mini Model Build
Lamb,2018,409,45,408,Monthly Mini Model Build
Frog,2018,409,43,408,Monthly Mini Model Build
Tractor,2018,409,38,408,Monthly Mini Model Build
World of Bricks {Blue Bucket},2003,22,500,NA,Creator
Surfer Dragon,2018,409,43,408,Monthly Mini Model Build
BBQ,2018,409,37,408,Monthly Mini Model Build
Snail,2018,409,37,408,Monthly Mini Model Build
Glider,2018,409,29,408,Monthly Mini Model Build
Scarecrow,2018,409,24,408,Monthly Mini Model Build
Ice Dragon,2018,409,50,408,Monthly Mini Model Build
Sleigh,2018,409,64,408,Monthly Mini Model Build
BB-8,2018,158,48,NA,Star Wars
Diagon Alley,2018,246,374,NA,Harry Potter
60 Years of the LEGO Brick,2018,598,421,NA,Promotional
Build with Bricks Bucket {Red Bucket},2003,22,500,NA,Creator
Creative Personalities,2018,598,307,NA,Promotional
Christmas Gift Box,2018,227,301,206,Christmas
Christmas Carousel,2018,227,251,206,Christmas
LEGO House Mini Chef,2017,599,6,NA,LEGO Exclusive
Build Your Meal,2017,599,19,NA,LEGO Exclusive
LEGO House 6 Bricks (DUPLO),2017,599,6,NA,LEGO Exclusive
DJ,2018,158,22,NA,Star Wars
Kessel Mine Worker,2018,158,22,NA,Star Wars
Han Solo Mudtrooper,2018,158,22,NA,Star Wars
Cargo Carrier,1987,363,323,NA,Boat
Bat Shooter,2018,708,40,697,Batman
Storage Brick Round 1 x 1 (All Colors),2012,740,0,501,Storage
Become My City Hero,2018,61,85,52,Police
Boost My City Vehicle Set,2018,52,80,NA,City
Numbers,2018,505,11,504,Basic Set
LEGO Brand Store,2018,408,362,NA,LEGO Brand Store
LEGOLAND Micro Castle,2018,425,220,NA,Legoland Parks
Castle Interior Kit,2018,579,115,NA,Disney Princess
Lester,2017,408,5,NA,LEGO Brand Store
Food Accessories,2018,646,30,NA,Xtra
Botanical Accessories,2018,646,24,NA,Xtra
Storage Head S (Scowling),2012,740,0,501,Storage
Storage Head S (Pumpkin),2012,740,0,501,Storage
Storage Head S (Winking Boy),2020,740,0,501,Storage
Storage Head S (Happy Girl),2020,740,0,501,Storage
Storage Head S (Happy Boy),2020,740,0,501,Storage
Fire Rescue,1991,363,365,NA,Boat
Traffic Lights,2018,646,46,NA,Xtra
Street Lamps,2018,646,34,NA,Xtra
Bicycles,2018,646,21,NA,Xtra
Dr. Fox Magnifying Machine,2018,625,76,NA,Unikitty!
Ninjago Temple Journey,2018,435,50,NA,Ninjago
Geoffrey,2018,610,112,NA,Brickheadz
MSC Cruises,2019,471,181,598,Ferries
Train Couplers and Wheels (The Building Toy),1967,371,12,365,Supplemental
Plants from Plants,2018,301,29,NA,Other
Storage Head L (Winking Boy),2020,740,0,501,Storage
Storage Head L (Happy Girl),2020,740,0,501,Storage
Storage Head L (Happy Boy),2020,740,0,501,Storage
Passenger Plane,2004,105,165,50,World City
Passenger Plane - Austrian Air Version,2004,105,163,50,World City
Passenger Plane - KLM Version,2006,105,162,50,World City
Jet Fighter,2019,409,23,408,Monthly Mini Model Build
Passenger Plane - Malaysian Air Version,2005,105,157,50,World City
Passenger Plane - Aeroflot Version,2006,105,163,50,World City
Storage Head Combo (Halloween Edition),2020,740,0,501,Storage
Storage Head Combo (Boy and Silly),2021,740,0,501,Storage
Passenger Plane - SAS Version,2004,105,165,50,World City
Caterpillar,2019,409,48,408,Monthly Mini Model Build
Passenger Plane - EL AL Version,2004,105,162,50,World City
Viking Ship,2019,409,54,408,Monthly Mini Model Build
Passenger Plane - Iberia Version,2004,105,164,50,World City
Ladybug,2019,409,27,408,Monthly Mini Model Build
Passenger Plane - JAL Version,2004,105,162,50,World City
Crane,2019,409,64,408,Monthly Mini Model Build
Passenger Plane - Lauda Air Version,2004,105,162,50,World City
Frog,2019,409,39,408,Monthly Mini Model Build
Passenger Plane - ANA Air Version,2004,105,163,50,World City
Ice Cream Truck,2019,409,48,408,Monthly Mini Model Build
Passenger Plane - SWISS Version,2005,105,163,50,World City
Racecar,2019,409,50,408,Monthly Mini Model Build
Passenger Plane - Snowflake Version,2004,105,162,50,World City
Eagle,2019,409,57,408,Monthly Mini Model Build
Train Couplers and Wheels (System),1966,371,12,365,Supplemental
UFO,2019,409,36,408,Monthly Mini Model Build
Storage Head Mini (Winking Boy),2020,740,0,501,Storage
Storage Head Mini (Happy Girl),2020,740,0,501,Storage
Storage Head Mini (Happy Boy),2020,740,0,501,Storage
Wolf,2019,409,47,408,Monthly Mini Model Build
Penguin,2019,409,47,408,Monthly Mini Model Build
Battle of Hoth - 20th Anniversary Edition,2019,158,195,NA,Star Wars
Avengers Tower,2019,702,211,696,Avengers
Space Rocket Ride,2019,576,154,NA,LEGO Ideas and CUUSOO
Newbury Juice Bar,2019,676,128,NA,Hidden Side
Mini Gingerbread House,2019,228,499,227,Creator
Christmas Tree,2019,227,392,206,Christmas
Sea Accessories,2019,646,24,NA,Xtra
Minifigure Pack,2019,435,59,NA,Ninjago
Spider-Man and the Museum Break-In,2019,706,49,696,Spider-Man
Summer Celebration Minifigure Set,2019,535,45,NA,Collectible Minifigures
Mars Exploration Minifigure Pack,2019,679,44,52,Mars Exploration
LEGOLAND Park,2019,425,1336,NA,Legoland Parks
LEGOLAND Driving School,2019,425,209,NA,Legoland Parks
Birthday Clown,2019,610,150,NA,Brickheadz
Puppy,2019,610,147,NA,Brickheadz
Chick,2019,610,120,NA,Brickheadz
Ghost,2019,610,136,NA,Brickheadz
Scarecrow,2019,610,177,NA,Brickheadz
"Reindeer, Elf & Elfie",2019,610,281,NA,Brickheadz
Dragon Dance Guy,2019,610,170,NA,Brickheadz
Year Of The Rat,2020,206,162,NA,Seasonal
LEGO House Mini Chef,2019,599,7,NA,LEGO Exclusive
BYGGLEK,2020,301,201,NA,Other
"Bean There, Donut That",2018,301,146,NA,Other
Picture Frame,2019,408,170,NA,LEGO Brand Store
Name Sign,2019,494,91,NA,Friends
Olaf's Traveling Sleigh,2019,687,97,608,Frozen
Battle of Endor - 20th Anniversary Edition,2019,158,197,NA,Star Wars
LEGO House Dinosaurs,2019,599,865,NA,LEGO Exclusive
Lady Liberty,2019,610,153,NA,Brickheadz
Winter Accessories,2019,646,32,NA,Xtra
40 Years of LEGO Trains,2020,598,188,NA,Promotional
Helicopter,2004,674,9,22,Early Creator
Easter Egg,2020,229,239,206,Easter
Police Minifigure Accessory Set,2020,61,42,52,Police
Fairground Minifigure Accessory Set,2020,535,51,NA,Collectible Minifigures
Golden Zane Minifigure Accessory Set,2020,435,73,NA,Ninjago
Sports Accessories,2020,646,36,NA,Xtra
Botanical Accessories,2020,646,32,NA,Xtra
Donald Duck,2020,610,90,NA,Brickheadz
Goofy and Pluto,2020,610,214,NA,Brickheadz
Bear,2020,610,150,NA,Brickheadz
Sheep,2020,610,192,NA,Brickheadz
Airplane,2003,729,33,598,Airlines
Monkey King,2020,610,175,NA,Brickheadz
Birthday Set,2020,206,141,NA,Seasonal
Bride,2020,610,306,NA,Brickheadz
Groom,2020,610,255,NA,Brickheadz
Trophy,2020,301,200,NA,Other
Batman,2020,694,115,NA,Brick Sketches
Mini Doll Dress-Up Kit,2018,579,80,NA,Disney Princess
Pirate Picture Frame,2018,425,171,NA,Legoland Parks
Explore Exclusive,2003,505,90,504,Basic Set
First Order Stormtrooper,2020,694,151,NA,Brick Sketches
LEGOLAND Fire Academy,2020,425,221,NA,Legoland Parks
LEGO House Mini Chef,2020,599,6,NA,LEGO Exclusive
Lunar New Year Dragon,2020,409,67,408,Monthly Mini Model Build
Valentine Panda,2020,409,53,408,Monthly Mini Model Build
Koi Fish,2020,409,33,408,Monthly Mini Model Build
Easter Bunny,2020,409,43,408,Monthly Mini Model Build
Flowers and Watering Can,2020,409,47,408,Monthly Mini Model Build
Apple Tree,2020,409,37,408,Monthly Mini Model Build
Nick,2002,685,3,NA,Galidor
Dog and Cat Friendship Day,2020,409,73,408,Monthly Mini Model Build
Minifigure Head Drinking Bottle,2014,733,0,501,Houseware
Youth Day Kids,2020,409,63,408,Monthly Mini Model Build
Literacy Day Unicorn,2020,409,54,408,Monthly Mini Model Build
Teacher's Day,2020,409,43,408,Monthly Mini Model Build
Kindness Day Turtle,2020,409,49,408,Monthly Mini Model Build
Human Rights Day Dove,2020,409,50,408,Monthly Mini Model Build
Death Star II Battle,2020,158,235,NA,Star Wars
Drag Racer,2020,676,134,NA,Hidden Side
Hot Rod,2020,598,142,NA,Promotional
Universal Building Set,1977,469,472,465,Basic Set
Charles Dickens Tribute,2020,227,333,206,Christmas
12 in 1 Rebuild Into,2020,598,240,NA,Promotional
Hagrid & Buckbeak,2020,610,270,NA,Brickheadz
Mini Robots,2020,258,366,NA,Mindstorms
Monty Mole & Super Mushroom Expansion Set,2020,690,164,NA,Super Mario
Ice Skating Rink,2020,227,304,206,Christmas
Year of the Ox,2021,206,168,NA,Seasonal
Falcon & Black Widow Team Up,2020,702,60,696,Avengers
Hogwarts Students,2020,246,55,NA,Harry Potter
Drinking Bottle (Sand Green),2017,733,0,501,Houseware
"Gru, Stuart and Otto",2021,610,244,NA,Brickheadz
Jens,2002,685,4,NA,Galidor
"Belle Bottom, Kevin and Bob",2021,610,309,NA,Brickheadz
Frankenstein,2020,610,108,NA,Brickheadz
Halloween Hayride,2020,230,148,206,Halloween
Winter Snowball Fight,2020,206,149,NA,Seasonal
Nutcracker,2020,610,180,NA,Brickheadz
Christmas Wreath 2-in-1,2020,227,510,206,Christmas
The Joker,2020,694,170,NA,Brick Sketches
LEGOLAND Ninjago World,2020,425,440,NA,Legoland Parks
Wheels for Motor (The Building Toy),1967,371,12,365,Supplemental
Gorm,2002,685,4,NA,Galidor
BB-8,2020,694,171,NA,Brick Sketches
Rebuild the World Minifigure,2019,598,3,NA,Promotional
1989 Batmobile - Limited Edition,2019,697,366,695,Batman
Reindeer,2019,228,77,227,Creator
Plants from Plants,2019,301,29,NA,Other
Lucky Cat,2020,610,134,NA,Brickheadz
Extra DOTS - Levi's Confetti Bag,2020,688,110,NA,DOTS
Wheels for the Motor (System),1967,371,12,365,Supplemental
German Shepherd and Puppy,2021,610,247,NA,Brickheadz
Euripides,2002,685,3,NA,Galidor
Shorthair Cat and Kitten,2021,610,250,NA,Brickheadz
Boy Tumbler with Straw,2018,733,0,501,Houseware
Girl Tumbler with Straw,2018,733,0,501,Houseware
Ninjago Tumbler with Straw (Red Lid),2018,733,0,501,Houseware
Goldfish and Fry,2021,610,186,NA,Brickheadz
Budgie and Chick,2021,610,261,NA,Brickheadz
Vintage Car,2021,576,189,NA,LEGO Ideas and CUUSOO
Easter Bunny's Carrot House,2021,229,232,206,Easter
Amelia Earhart Tribute,2021,598,203,NA,Promotional
Nepol,2002,685,3,NA,Galidor
Tatooine Homestead,2021,158,217,NA,Star Wars
Hogwarts Gryffindor Dorms,2021,246,144,NA,Harry Potter
Batman vs. The Penguin & Harley Quinn,2021,697,63,695,Batman
Spider-Man versus Venom and Iron Venom,2021,706,63,696,Spider-Man
Mickey Mouse,2021,694,118,NA,Brick Sketches
Minnie Mouse,2021,694,140,NA,Brick Sketches
LEGO House Mini Chef,2021,599,7,NA,LEGO Exclusive
Roses,2021,301,120,NA,Other
Tulips,2021,301,111,NA,Other
Valentine's Brown Bear,2021,232,245,206,Valentine
Easter Bunny,2021,229,293,206,Easter
Chinatown,2021,646,35,NA,Xtra
Food,2021,646,36,NA,Xtra
Chinese New Year Pandas,2021,610,249,NA,Brickheadz
Yellow Taxi,2021,22,124,NA,Creator
Tuk Tuk,2021,22,155,NA,Creator
Ultimate Wheels,2003,204,0,NA,Designer Sets
Monkie Kid's RC Race,2021,693,57,NA,Monkie Kid
LEGOLAND Water Park,2021,425,360,NA,Legoland Parks
Build Your Own Monkey King,2020,693,24,NA,Monkie Kid
Daisy Duck,2021,610,110,NA,Brickheadz
"Scrooge McDuck, Huey, Dewey & Louie",2021,610,340,NA,Brickheadz
Mini Disney Castle,2021,608,567,NA,Disney
Dalmatian and Puppy,2021,610,252,NA,Brickheadz
Ginger Tabby and Kitten,2021,610,269,NA,Brickheadz
Mech Lab,2003,204,0,NA,Designer Sets
Cockatiel and Chick,2021,610,219,NA,Brickheadz
Hamster and Baby Hamster,2021,610,243,NA,Brickheadz
Luke Skywalker's Lightsaber,2021,158,173,NA,Star Wars
Santa's Front Yard,2021,227,317,206,Christmas
FC Barcelona Celebration,2021,598,178,NA,Promotional
Adidas Originals Superstar,2021,598,92,NA,Promotional
Sailboat Adventure,2021,576,330,NA,LEGO Ideas and CUUSOO
Coffee Cart,2021,22,149,NA,Creator
Mr. and Mrs. Claus' Living Room,2021,227,340,206,Christmas
Ninjago 10,2021,610,406,NA,Brickheadz
"Nesquik Promotional Set: Quicky the Bunny, Director, Cameraman and Car",2001,273,28,NA,Studios
Year of the Tiger,2022,206,193,NA,Seasonal
La Catrina,2021,610,141,NA,Brickheadz
Spider & Haunted House Pack,2021,230,132,206,Halloween
Polar Bear & Gift Pack,2021,227,142,206,Christmas
"Harry, Hermione, Ron & Hagrid",2021,610,466,NA,Brickheadz
"Voldemort, Nagini & Bellatrix",2021,610,344,NA,Brickheadz
Halloween Owl,2021,230,228,206,Halloween
Christmas Penguin,2021,227,244,206,Christmas
Santa's Sleigh,2021,227,343,206,Christmas
Wizarding World Minifigure Accessory Set,2021,246,33,NA,Harry Potter
Laval Lunch Box,2014,733,0,501,Houseware
The Wooden Duck,2020,599,621,NA,LEGO Exclusive
The Brick Moulding Machine,2021,599,1205,NA,LEGO Exclusive
Dagny Holm - Master Builder,2022,599,1072,NA,LEGO Exclusive
A Minifigure Tribute,2023,599,1041,NA,LEGO Exclusive
Quicky the Bunny,2001,273,4,NA,Studios
Minions Kung Fu Training,2021,689,54,NA,Minions
Fun and Funky VIP Add On Pack,2021,598,148,NA,Promotional
Spooky VIP Add On Pack,2021,598,83,NA,Promotional
Winter Wonderland VIP Add On Pack,2021,598,139,NA,Promotional
Pirates and Treasure VIP Add On Pack,2022,598,103,NA,Promotional
Everyone Is Awesome,2021,721,346,NA,Icons
Vespa,2022,22,118,NA,Creator
High-Speed Train,2022,22,284,NA,Creator
New York Postcard,2022,22,253,NA,Creator
Director,2001,273,4,NA,Studios
Mini Disney The Haunted Mansion,2022,608,680,NA,Disney
Friends: Girls Rock Lunch Box,2019,733,0,501,Houseware
City Lunch Box,2020,733,0,501,Houseware
Valentine Lovebirds,2022,232,298,206,Valentine
Easter Rabbits Display,2022,229,288,206,Easter
Sunflowers,2022,301,191,NA,Other
Endgame Battle Accessory Pack,2022,696,62,NA,Marvel
Electric Scooters & Charging Dock,2022,52,50,NA,City
Easter Chicks,2022,229,318,206,Easter
LEGO Store,2022,408,402,NA,LEGO Brand Store
Children's Amusement Park,2022,598,170,NA,Promotional
Jane Goodall Tribute,2022,598,276,NA,Promotional
Cameraman,2001,273,5,NA,Studios
Lars Family Homestead Kitchen,2022,158,195,NA,Star Wars
Vintage Taxi,2022,598,163,NA,Promotional
Cosmic Cardboard Adventures,2022,576,203,NA,LEGO Ideas and CUUSOO
LEGO House Mini Chef,2022,599,8,NA,LEGO Exclusive
Iron Man,2022,694,200,NA,Brick Sketches
Miles Morales,2022,694,214,NA,Brick Sketches
Ahsoka Tano,2022,610,164,NA,Brickheadz
Lion Dance Guy,2022,610,239,NA,Brickheadz
Manchester United Go Brick Me,2022,610,530,NA,Brickheadz
FC Barcelona Go Brick Me,2022,610,530,NA,Brickheadz
St. Bernard,2022,610,236,NA,Brickheadz
French Bulldog,2022,610,237,NA,Brickheadz
Koi Fish,2022,610,203,NA,Brickheadz
Poodle,2022,610,304,NA,Brickheadz
Obi-Wan Kenobi & Darth Vader,2022,610,260,NA,Brickheadz
Spice Girls Tribute,2022,610,578,NA,Brickheadz
Demogorgon & Eleven,2022,610,192,NA,Brickheadz
Chip & Dale,2022,610,226,NA,Brickheadz
Medium Bucket,1997,399,329,NA,Freestyle
Buzz Lightyear,2022,610,114,NA,Brickheadz
Woody and Bo Peep,2022,610,296,NA,Brickheadz
Jake Sully & his Avatar,2022,610,246,NA,Brickheadz
Mythica,2022,425,520,NA,Legoland Parks
Defence of Hoth,2022,158,64,NA,Star Wars
Clone Trooper Command Station,2022,158,66,NA,Star Wars
Road Runner & Wile E. Coyote,2022,610,205,NA,Brickheadz
Professors of Hogwarts,2022,610,605,NA,Brickheadz
Color Light,2001,273,13,NA,Studios
Pencil Holder,2022,688,476,NA,DOTS
Ninjago Drinking Bottle,2020,733,0,501,Houseware
Friends: Girls Rock Drinking Bottle,2019,733,0,501,Houseware
City Drinking Bottle,2020,733,0,501,Houseware
Mystic Witch,2022,672,257,22,Creator 3-in-1
Tribute to LEGO House,2022,598,583,NA,Promotional
Winter Elves Scene,2022,598,372,NA,Promotional
Santa's Workshop,2022,227,329,206,Christmas
Ray the Castaway,2022,576,239,NA,LEGO Ideas and CUUSOO
Forest Hideout,2022,598,258,NA,Promotional
Paris Postcard,2022,22,213,NA,Creator
London Postcard,2022,22,277,NA,Creator
Halloween Cat & Mouse,2022,230,328,206,Halloween
Spot Light,2001,273,10,NA,Studios
Wintertime Polar Bears,2022,227,312,206,Christmas
Penguin & Snowflake,2022,227,139,206,Christmas
Christmas Tree,2022,227,784,206,Christmas
Lego Brand Store,2022,598,541,NA,Promotional
Year of the Rabbit,2023,206,194,NA,Seasonal
Hogwarts: Grand Staircase,2022,246,224,NA,Harry Potter
Sandwich Shop,2022,52,110,NA,City
Eiffel's Appartement,2022,598,228,NA,Promotional
Blacktron Cruiser,2023,598,356,NA,Promotional
Cameraman 1,2001,273,4,NA,Studios
BIONICLE Tahu and Takua,2023,598,219,NA,Promotional
Boy Emoticon Lunch Set,2017,733,0,501,Houseware
City Lunch Set,2020,733,0,501,Houseware
4x4 Off-Road Ambulance Rescue,2023,60,162,52,Hospital
Houses of the World 1,2023,598,348,NA,Promotional
Birthday Diorama,2023,206,157,NA,Seasonal
World of Wonders,2023,598,382,NA,Promotional
Moving Truck,2023,598,301,NA,Promotional
Easter Basket,2023,229,368,206,Easter
Flowerpot,2023,598,292,NA,Promotional
Pirate Ship Playground,2023,598,168,NA,Promotional
Houses of the World 2,2023,598,270,NA,Promotional
Director,2001,273,4,NA,Studios
Death Star II,2023,158,289,NA,Star Wars
Fun Creativity 12-in-1,2023,598,279,NA,Promotional
Houses of the World 3,2023,598,278,NA,Promotional
Tribute to Galileo Galilei,2023,576,307,NA,LEGO Ideas and CUUSOO
Magic Maze,2023,598,332,NA,Promotional
Scary Pirate Island,2023,598,214,NA,Promotional
Gringotts Vault,2023,246,215,NA,Harry Potter
Houses of the World 4,2023,598,318,NA,Promotional
Disney 100 Years Celebration,2023,608,226,NA,Disney
Grip,2001,273,4,NA,Studios
Majisto’s Magical Workshop,2023,598,365,NA,Promotional
Multi Basket,2014,740,0,501,Storage
Winter Market Stall,2023,598,271,NA,Promotional
Lunar New Year VIP Add-On Pack,2023,598,124,NA,Promotional
